Fecha del Siniestro,Tipo de auto,Modelo,Monto del siniestro,Aplica cobertura,Deducible,Reclamo de no-Cobertura,Pérdida total
18/12/2020,Camioneta,2017,76180,Si,6200,No,No
21/11/2020,Camioneta,2017,139290,Si,8900,No,No
24/11/2020,Austero,2016,5480,Si,1500,No,No
14/12/2020,Austero,2016,5870,Si,1500,No,No
01/07/2020,Deportivo,2018,32180,Si,4400,No,No
18/06/2020,Austero,2017,5080,Si,2000,No,No
18/12/2020,Austero,2017,400,Si,1800,Si,No
21/05/2020,Austero,2018,5190,Si,1000,No,No
14/10/2020,Deportivo,2017,35150,Si,4800,No,No
14/09/2020,Austero,2017,2850,Si,1600,No,No
24/06/2020,Deportivo,2017,34310,Si,4000,No,No
08/05/2020,Camioneta,2014,62790,Si,6900,No,No
03/12/2020,De Lujo,2017,44080,Si,5700,No,No
27/09/2020,compacto,2017,24380,Si,3500,No,No
01/06/2020,De Lujo,2017,41570,Si,5600,No,No
23/09/2020,De Lujo,2017,48950,Si,5300,No,No
31/10/2020,Deportivo,2017,32880,Si,4700,No,No
25/09/2020,Austero,2017,6760,Si,1100,No,No
31/08/2020,Camioneta,2017,56570,Si,9200,No,No
06/05/2020,Camioneta,2016,52280,Si,6500,No,No
02/05/2020,Austero,2017,5200,Si,2000,No,No
18/03/2020,Subcompacto,2016,15860,Si,2900,No,No
19/04/2020,Subcompacto,2017,11600,Si,2800,No,No
12/07/2020,Subcompacto,2017,16450,Si,2800,No,No
17/03/2020,De Lujo,2016,41560,Si,5400,No,No
14/04/2020,Subcompacto,2016,12540,Si,3000,No,No
26/08/2020,compacto,2018,22860,Si,3200,No,No
29/12/2020,compacto,2017,29670,Si,3000,No,No
09/05/2020,Subcompacto,2017,13700,Si,2900,No,No
07/08/2020,Camioneta,2016,173500,Si,7300,No,No
30/05/2020,compacto,2018,24900,Si,3300,No,No
13/12/2020,compacto,2017,22610,Si,3400,No,No
19/05/2020,Austero,2016,1160,Si,1900,Si,No
26/08/2020,Camioneta,2016,51730,Si,6100,No,No
29/10/2020,Camioneta,2017,50780,Si,6800,No,No
24/06/2020,Deportivo,2017,35090,Si,4500,No,No
09/05/2020,Austero,2017,110,Si,1900,Si,No
03/05/2020,Camioneta,2017,78310,Si,8200,No,No
21/08/2020,Subcompacto,2017,10790,Si,2200,No,No
18/04/2020,De Lujo,2017,43260,Si,5900,No,No
17/07/2020,Subcompacto,2017,18860,Si,2200,No,No
21/09/2020,Deportivo,2016,30150,Si,4300,No,No
11/03/2020,Deportivo,2016,32880,Si,4400,No,No
30/11/2020,Deportivo,2017,33860,Si,4600,No,No
23/03/2020,Austero,2018,3660,Si,1500,No,No
12/03/2020,Austero,2017,3560,Si,1000,No,No
29/02/2020,Subcompacto,2016,10930,Si,2900,No,No
30/12/2020,Subcompacto,2016,18920,Si,2000,No,No
02/12/2020,Austero,2018,5710,Si,2000,No,No
19/02/2020,Camioneta,2017,58540,Si,9500,No,No
09/10/2020,De Lujo,2017,40380,Si,5800,No,No
04/05/2020,Camioneta,2017,62120,Si,7100,No,No
01/01/2020,Camioneta,2018,93750,Si,7500,No,No
24/02/2020,compacto,2018,29310,Si,3900,No,No
18/09/2020,De Lujo,2017,46130,Si,5500,No,No
12/02/2020,compacto,2016,27610,Si,3700,No,No
03/02/2020,Deportivo,2017,34960,Si,4200,No,No
03/10/2020,Subcompacto,2017,16620,Si,2200,No,No
07/01/2020,Austero,2017,6580,Si,1500,No,No
28/10/2020,Subcompacto,2018,14710,Si,2400,No,No
24/05/2020,Austero,2017,640,Si,1400,Si,No
17/09/2020,Camioneta,2017,64690,Si,9900,No,No
18/04/2020,Camioneta,2017,79380,Si,9900,No,No
11/02/2020,Subcompacto,2016,18320,Si,2800,No,No
26/12/2020,Subcompacto,2017,13950,Si,2400,No,No
09/09/2020,Austero,2017,5370,Si,1400,No,No
11/06/2020,Subcompacto,2017,10930,Si,2000,No,No
19/12/2020,Austero,2017,5660,Si,2000,No,No
03/04/2020,Camioneta,2016,57940,Si,7100,No,No
13/12/2020,compacto,2016,27610,Si,3900,No,No
29/12/2020,Camioneta,2017,53340,Si,6200,No,No
17/01/2020,Subcompacto,2017,18690,Si,2800,No,No
04/07/2020,Subcompacto,2017,14910,Si,2300,No,No
29/10/2020,De Lujo,2017,40880,Si,5100,No,No
25/02/2020,Camioneta,2016,67490,Si,6200,No,No
03/02/2020,Austero,2017,4140,Si,1900,No,No
22/11/2020,Camioneta,2017,67590,Si,6700,No,No
08/11/2020,compacto,2017,24120,Si,3800,No,No
02/04/2020,Subcompacto,2016,19870,Si,2100,No,No
18/05/2020,compacto,2016,21790,Si,3200,No,No
26/08/2020,Subcompacto,2018,19300,Si,2700,No,No
17/07/2020,Subcompacto,2017,16160,Si,2200,No,No
18/02/2020,Deportivo,2017,35070,Si,4700,No,No
23/08/2020,Austero,2017,3910,Si,1700,No,No
16/06/2020,Austero,2016,6630,Si,1000,No,No
11/08/2020,De Lujo,2016,44390,Si,5200,No,No
02/04/2020,Camioneta,2017,58910,Si,9700,No,No
24/05/2020,compacto,2017,28490,Si,3300,No,No
28/02/2020,Subcompacto,2015,12950,Si,2600,No,No
09/08/2020,Austero,2018,3580,Si,2000,No,No
08/04/2020,compacto,2018,24160,Si,3300,No,No
11/08/2020,Camioneta,2017,73140,Si,8200,No,No
12/09/2020,Deportivo,2017,38790,Si,4700,No,No
12/06/2020,Austero,2016,5720,Si,1900,No,No
25/11/2020,Subcompacto,2018,18210,Si,2900,No,No
26/12/2020,compacto,2017,20550,Si,3400,No,No
05/05/2020,compacto,2017,28120,Si,3000,No,No
23/05/2020,De Lujo,2016,47740,Si,5400,No,No
30/11/2020,Austero,2016,3390,Si,1700,No,No
29/06/2020,De Lujo,2016,47910,Si,5700,No,No
29/08/2020,Deportivo,2015,34420,Si,4100,No,No
13/08/2020,Subcompacto,2016,18680,Si,3000,No,No
27/10/2020,Deportivo,2017,31600,Si,4400,No,No
17/05/2020,compacto,2017,21440,Si,3600,No,No
01/12/2020,Subcompacto,2017,19030,Si,2200,No,No
09/10/2020,De Lujo,2018,47480,Si,5800,No,No
11/01/2020,Subcompacto,2017,15220,Si,2500,No,No
09/10/2020,De Lujo,2017,43730,Si,5100,No,No
12/08/2020,Deportivo,2018,39110,Si,4500,No,No
29/01/2020,Austero,2018,5400,Si,1400,No,No
31/08/2020,Austero,2017,4150,Si,2000,No,No
08/09/2020,De Lujo,2016,43870,Si,5800,No,No
03/10/2020,Subcompacto,2018,16980,Si,2700,No,No
13/04/2020,compacto,2017,26800,Si,3700,No,No
28/08/2020,Deportivo,2017,36130,Si,4400,No,No
23/03/2020,De Lujo,2018,44840,Si,5800,No,No
23/11/2020,compacto,2018,23180,Si,3200,No,No
18/12/2020,Austero,2018,9230,Si,1400,No,No
26/07/2020,Subcompacto,2018,18220,Si,2700,No,No
24/07/2020,Subcompacto,2016,16950,Si,2200,No,No
19/07/2020,Camioneta,2016,111750,Si,9100,No,No
01/02/2020,Subcompacto,2017,19770,Si,2400,No,No
04/10/2020,Subcompacto,2017,16170,Si,2600,No,No
26/04/2020,compacto,2017,23330,Si,3500,No,No
23/09/2020,Austero,2017,8410,Si,1200,No,No
30/06/2020,Subcompacto,2016,15930,Si,2500,No,No
22/12/2020,Austero,2017,80,Si,1100,Si,No
10/06/2020,Austero,2017,5710,Si,1600,No,No
22/01/2020,Camioneta,2017,85540,Si,10000,No,No
01/06/2020,Camioneta,2019,221600,Si,8700,No,No
08/12/2020,De Lujo,2017,40870,Si,5200,No,No
28/02/2020,Camioneta,2018,71530,Si,6800,No,No
15/06/2020,Austero,2017,220,Si,2000,Si,No
30/11/2020,Camioneta,2017,67700,Si,7900,No,No
12/01/2020,Camioneta,2018,98870,Si,7200,No,No
24/10/2020,Austero,2015,3940,Si,1100,No,No
12/03/2020,Austero,2018,6930,Si,1500,No,No
05/08/2020,Camioneta,2018,140680,Si,7600,No,No
18/06/2020,Camioneta,2017,186980,Si,7500,No,No
13/07/2020,Austero,2017,5200,Si,1800,No,No
27/04/2020,compacto,2018,27460,Si,3400,No,No
27/03/2020,compacto,2017,25740,Si,3900,No,No
16/12/2020,Deportivo,2017,33200,Si,4000,No,No
23/08/2020,Austero,2017,3840,Si,1800,No,No
15/12/2020,Deportivo,2017,32680,Si,4600,No,No
06/10/2020,Subcompacto,2017,16260,Si,2000,No,No
23/07/2020,Austero,2018,6520,Si,1000,No,No
09/08/2020,Austero,2017,7710,Si,1500,No,No
19/03/2020,Austero,2017,4800,Si,1800,No,No
26/04/2020,Austero,2016,5680,Si,2000,No,No
09/10/2020,Camioneta,2017,53330,Si,7100,No,No
10/11/2020,De Lujo,2016,40190,Si,5100,No,No
06/09/2020,De Lujo,2018,42360,Si,5100,No,No
23/11/2020,Austero,2017,820,Si,1400,Si,No
31/08/2020,Austero,2018,8660,Si,1600,No,No
27/02/2020,Deportivo,2017,30240,Si,4300,No,No
29/02/2020,Austero,2017,2430,Si,1900,No,No
18/07/2020,Austero,2017,670,Si,1700,Si,No
07/08/2020,Subcompacto,2017,13570,Si,2300,No,No
30/09/2020,Camioneta,2017,174900,Si,8600,No,No
16/03/2020,compacto,2018,24850,Si,4000,No,No
15/02/2020,Subcompacto,2017,13820,Si,2500,No,No
16/08/2020,compacto,2016,21250,Si,3100,No,No
18/11/2020,Subcompacto,2017,19480,Si,2900,No,No
30/01/2020,Camioneta,2016,54150,Si,8300,No,No
24/02/2020,Austero,2017,4080,Si,1000,No,No
03/09/2020,Austero,2017,6430,Si,1100,No,No
10/05/2020,Austero,2017,5900,Si,2000,No,No
04/05/2020,Austero,2017,9580,Si,1200,No,No
30/03/2020,Camioneta,2018,70230,Si,9700,No,No
09/03/2020,Austero,2017,2900,Si,1300,No,No
26/11/2020,Austero,2018,4300,Si,1200,No,No
08/03/2020,Camioneta,2017,106020,Si,8000,No,No
15/05/2020,compacto,2017,29120,Si,3000,No,No
03/03/2020,Subcompacto,2017,18300,Si,2700,No,No
05/01/2020,compacto,2017,25220,Si,3200,No,No
11/07/2020,Camioneta,2017,155350,Si,7700,No,No
23/03/2020,compacto,2017,21960,Si,3100,No,No
30/11/2020,Deportivo,2018,37010,Si,5000,No,No
16/11/2020,Austero,2017,2580,Si,1100,No,No
13/09/2020,Deportivo,2017,33770,Si,4000,No,No
10/05/2020,De Lujo,2018,43490,Si,5700,No,No
18/12/2020,Austero,2017,20,Si,1700,Si,No
10/01/2020,Subcompacto,2017,10610,Si,2600,No,No
27/03/2020,Subcompacto,2017,17730,Si,2800,No,No
28/02/2020,compacto,2017,26150,Si,3100,No,No
18/08/2020,Subcompacto,2017,15720,Si,2000,No,No
30/05/2020,compacto,2017,28030,Si,3900,No,No
07/12/2020,Camioneta,2017,72060,Si,9400,No,No
18/12/2020,compacto,2017,25650,Si,4000,No,No
22/09/2020,compacto,2017,29740,Si,3400,No,No
17/07/2020,Subcompacto,2017,15260,Si,2200,No,No
16/05/2020,Camioneta,2017,130970,Si,7600,No,No
16/12/2020,Austero,2016,4950,Si,1700,No,No
03/12/2020,Subcompacto,2017,18590,Si,2600,No,No
21/06/2020,Subcompacto,2017,13830,Si,2900,No,No
20/09/2020,Subcompacto,2017,11870,Si,2600,No,No
27/12/2020,Subcompacto,2017,11710,Si,2000,No,No
02/06/2020,Austero,2016,6940,Si,1000,No,No
11/10/2020,Subcompacto,2017,11980,Si,2000,No,No
23/04/2020,compacto,2017,21430,Si,3500,No,No
11/03/2020,Austero,2018,6500,Si,1700,No,No
05/08/2020,Subcompacto,2017,14330,Si,3000,No,No
08/08/2020,compacto,2017,21490,Si,3000,No,No
08/07/2020,Austero,2016,9880,Si,1700,No,No
15/10/2020,compacto,2018,24070,Si,3800,No,No
27/03/2020,Deportivo,2017,32160,Si,4200,No,No
09/02/2020,Subcompacto,2016,10100,Si,2300,No,No
09/08/2020,Austero,2016,6840,Si,1500,No,No
16/03/2020,Austero,2017,3500,Si,1700,No,No
14/02/2020,Camioneta,2017,92230,Si,9100,No,No
27/07/2020,Subcompacto,2017,17290,Si,2700,No,No
09/07/2020,Subcompacto,2017,16160,Si,2600,No,No
27/10/2020,Camioneta,2016,50770,Si,9200,No,No
09/11/2020,Camioneta,2018,57530,Si,8100,No,No
08/09/2020,Subcompacto,2016,17320,Si,3000,No,No
28/07/2020,Austero,2017,5490,Si,1100,No,No
25/03/2020,compacto,2016,23840,Si,3600,No,No
28/12/2020,compacto,2017,26860,Si,3700,No,No
14/08/2020,Austero,2017,8630,Si,2000,No,No
20/01/2020,Subcompacto,2017,18830,Si,2500,No,No
04/12/2020,compacto,2017,28380,Si,3500,No,No
26/11/2020,Austero,2017,1920,Si,1800,No,No
24/06/2020,Camioneta,2017,76270,Si,6400,No,No
22/02/2020,Austero,2017,7280,Si,1200,No,No
20/03/2020,Camioneta,2018,63900,Si,9800,No,No
03/11/2020,Austero,2018,2320,Si,1900,No,No
07/03/2020,Camioneta,2017,87180,Si,9300,No,No
07/08/2020,compacto,2017,23920,Si,3600,No,No
25/04/2020,De Lujo,2015,47510,Si,5900,No,No
04/06/2020,Subcompacto,2017,10280,Si,2600,No,No
15/07/2020,Austero,2016,1520,Si,1600,Si,No
14/06/2020,Camioneta,2017,83720,Si,6600,No,No
06/01/2020,Austero,2017,460,Si,1200,Si,No
05/04/2020,Subcompacto,2017,14670,Si,2700,No,No
19/06/2020,Austero,2017,9300,Si,1700,No,No
09/11/2020,Deportivo,2017,31500,Si,4000,No,No
18/01/2020,Camioneta,2017,81600,Si,8400,No,No
20/11/2020,Austero,2017,4690,Si,1600,No,No
15/01/2020,Austero,2016,1430,Si,1300,No,No
29/05/2020,Austero,2019,1280,Si,1800,Si,No
11/11/2020,Subcompacto,2017,18390,Si,2000,No,No
14/12/2020,De Lujo,2017,41380,Si,6000,No,No
10/12/2020,Austero,2018,2660,Si,1100,No,No
29/12/2020,Deportivo,2016,30240,Si,4900,No,No
14/08/2020,compacto,2017,24000,Si,3400,No,No
10/04/2020,compacto,2018,21470,Si,3100,No,No
03/05/2020,Subcompacto,2016,14870,Si,3000,No,No
25/09/2020,compacto,2017,28700,Si,3500,No,No
10/01/2020,De Lujo,2016,42260,Si,5000,No,No
09/01/2020,Austero,2017,2530,Si,1900,No,No
17/12/2020,De Lujo,2018,42460,Si,5400,No,No
03/10/2020,Subcompacto,2017,16500,Si,2000,No,No
07/11/2020,Camioneta,2017,149140,Si,7900,No,No
26/10/2020,Austero,2017,4470,Si,1300,No,No
11/06/2020,Austero,2017,5830,Si,1800,No,No
23/09/2020,Deportivo,2017,38070,Si,4600,No,No
15/06/2020,Austero,2017,4850,Si,1900,No,No
16/12/2020,Camioneta,2017,91690,Si,9900,No,No
27/08/2020,Austero,2017,4170,Si,1400,No,No
19/06/2020,Austero,2017,6650,Si,1200,No,No
07/09/2020,Subcompacto,2016,19010,Si,2900,No,No
19/04/2020,Deportivo,2018,37720,Si,4900,No,No
09/05/2020,Camioneta,2017,61520,Si,8700,No,No
01/12/2020,Deportivo,2017,36620,Si,4400,No,No
15/09/2020,De Lujo,2017,40480,Si,5200,No,No
17/08/2020,Austero,2017,3690,Si,1800,No,No
20/05/2020,Deportivo,2017,37100,Si,4600,No,No
15/04/2020,Austero,2017,9660,Si,1900,No,No
23/06/2020,Subcompacto,2017,10290,Si,2100,No,No
13/05/2020,Subcompacto,2017,14000,Si,2300,No,No
14/03/2020,compacto,2017,27070,Si,3800,No,No
30/01/2020,Subcompacto,2017,12750,Si,2400,No,No
21/05/2020,Austero,2016,5410,Si,1300,No,No
25/08/2020,Camioneta,2016,62700,Si,8600,No,No
19/10/2020,Subcompacto,2018,14840,Si,2000,No,No
13/11/2020,Camioneta,2018,72100,Si,6100,No,No
01/12/2020,Camioneta,2017,98690,Si,8200,No,No
27/10/2020,Austero,2017,7620,Si,1000,No,No
23/01/2020,Austero,2017,7170,Si,1300,No,No
17/04/2020,Subcompacto,2017,16780,Si,3000,No,No
18/03/2020,Camioneta,2017,51210,Si,7200,No,No
24/11/2020,De Lujo,2016,40970,Si,5000,No,No
25/07/2020,Deportivo,2016,39570,Si,4100,No,No
27/11/2020,Austero,2015,770,Si,1000,Si,No
08/06/2020,Camioneta,2016,108090,Si,9700,No,No
31/01/2020,Camioneta,2017,51130,Si,9100,No,No
08/11/2020,Subcompacto,2018,10470,Si,2000,No,No
07/04/2020,Subcompacto,2017,15940,Si,2600,No,No
15/05/2020,Subcompacto,2017,16660,Si,2800,No,No
12/09/2020,De Lujo,2016,42370,Si,5200,No,No
24/03/2020,Camioneta,2018,100930,Si,7800,No,No
19/03/2020,Deportivo,2017,35430,Si,4100,No,No
21/02/2020,Camioneta,2018,67380,Si,7900,No,No
16/11/2020,Austero,2018,7950,Si,1000,No,No
20/08/2020,compacto,2017,20420,Si,3100,No,No
10/06/2020,Subcompacto,2017,10330,Si,2500,No,No
04/07/2020,Austero,2016,8820,Si,2000,No,No
17/08/2020,Camioneta,2015,93720,Si,8100,No,No
24/03/2020,Camioneta,2017,59720,Si,8400,No,No
11/05/2020,Austero,2017,5260,Si,1800,No,No
11/02/2020,compacto,2017,28880,Si,4000,No,No
28/05/2020,Deportivo,2017,33430,Si,4600,No,No
22/03/2020,Camioneta,2017,58720,Si,8600,No,No
23/06/2020,compacto,2017,26910,Si,3000,No,No
16/03/2020,Deportivo,2017,31990,Si,4600,No,No
23/12/2020,Camioneta,2017,109940,Si,6100,No,No
03/10/2020,compacto,2018,29400,Si,3900,No,No
04/03/2020,Austero,2016,6860,Si,1300,No,No
17/02/2020,De Lujo,2017,41410,Si,5800,No,No
28/11/2020,Austero,2018,5530,Si,1900,No,No
22/11/2020,Subcompacto,2016,19020,Si,2800,No,No
29/09/2020,De Lujo,2017,40040,Si,5800,No,No
08/04/2020,Camioneta,2017,107580,Si,7200,No,No
16/05/2020,Subcompacto,2017,15600,Si,2500,No,No
09/03/2020,Camioneta,2016,53760,Si,6100,No,No
07/09/2020,Subcompacto,2017,11000,Si,2200,No,No
02/08/2020,Camioneta,2017,60550,Si,9800,No,No
27/12/2020,De Lujo,2016,45220,Si,5900,No,No
05/02/2020,Subcompacto,2017,11820,Si,2600,No,No
03/07/2020,Deportivo,2018,35490,Si,4400,No,No
30/10/2020,De Lujo,2016,41150,Si,5100,No,No
03/12/2020,Subcompacto,2017,13760,Si,2200,No,No
19/06/2020,compacto,2018,24930,Si,3100,No,No
05/01/2020,Austero,2018,1930,Si,1400,No,No
13/01/2020,Subcompacto,2017,12180,Si,2300,No,No
04/06/2020,Camioneta,2018,99880,Si,8200,No,No
30/11/2020,Austero,2017,7280,Si,1200,No,No
04/11/2020,Deportivo,2017,36730,Si,4500,No,No
11/12/2020,Subcompacto,2016,11400,Si,2600,No,No
01/07/2020,Austero,2017,4150,Si,1700,No,No
12/01/2020,Camioneta,2018,106310,Si,9300,No,No
10/11/2020,Camioneta,2016,75950,Si,8500,No,No
13/07/2020,Austero,2017,1330,Si,1300,No,No
15/02/2020,De Lujo,2018,48680,Si,5800,No,No
27/05/2020,Austero,2017,3760,Si,1700,No,No
11/02/2020,Austero,2017,3910,Si,1000,No,No
11/09/2020,compacto,2018,25960,Si,3600,No,No
13/03/2020,Austero,2018,2420,Si,1900,No,No
17/01/2020,De Lujo,2017,49270,Si,5500,No,No
28/05/2020,Camioneta,2016,94930,Si,7700,No,No
14/07/2020,Austero,2016,570,Si,1100,Si,No
13/11/2020,compacto,2016,28520,Si,4000,No,No
03/05/2020,Deportivo,2017,38660,Si,4100,No,No
16/10/2020,Austero,2017,3790,Si,1300,No,No
26/03/2020,Deportivo,2016,33020,Si,4600,No,No
08/01/2020,Subcompacto,2017,18320,Si,2000,No,No
24/04/2020,Austero,2018,1990,Si,1400,No,No
25/11/2020,compacto,2016,22580,Si,3200,No,No
17/03/2020,De Lujo,2018,45230,Si,5100,No,No
24/03/2020,Austero,2017,920,Si,1500,Si,No
02/03/2020,compacto,2017,22030,Si,3800,No,No
04/12/2020,Camioneta,2017,51460,Si,8300,No,No
15/11/2020,compacto,2017,28410,Si,3800,No,No
05/05/2020,Camioneta,2017,55250,Si,8300,No,No
01/03/2020,Austero,2017,7410,Si,1400,No,No
13/02/2020,Austero,2016,7400,Si,1200,No,No
06/10/2020,Austero,2017,5250,Si,1000,No,No
15/12/2020,compacto,2017,21820,Si,3200,No,No
18/04/2020,Camioneta,2017,65900,Si,8200,No,No
30/12/2020,Deportivo,2017,36720,Si,4000,No,No
04/10/2020,De Lujo,2017,48740,Si,5600,No,No
29/06/2020,Austero,2016,9670,Si,2000,No,No
25/05/2020,Austero,2017,650,Si,1300,Si,No
29/10/2020,Subcompacto,2017,14910,Si,2600,No,No
03/05/2020,Deportivo,2016,35250,Si,4400,No,No
25/06/2020,Austero,2017,3540,Si,2000,No,No
28/07/2020,Austero,2016,6120,Si,1900,No,No
23/03/2020,Austero,2017,1540,Si,1400,No,No
20/02/2020,compacto,2017,27810,Si,3400,No,No
04/12/2020,De Lujo,2017,45360,Si,5300,No,No
22/09/2020,Austero,2016,3090,Si,1000,No,No
28/04/2020,compacto,2016,24660,Si,3900,No,No
21/02/2020,Austero,2017,2850,Si,1000,No,No
15/08/2020,Austero,2017,470,Si,1700,Si,No
04/02/2020,Camioneta,2015,91740,Si,9200,No,No
21/10/2020,Austero,2018,1450,Si,1400,No,No
29/08/2020,Subcompacto,2016,17720,Si,2200,No,No
17/08/2020,Subcompacto,2017,10400,Si,2900,No,No
29/12/2020,Austero,2017,50,Si,1800,Si,No
02/10/2020,Austero,2018,5960,Si,1100,No,No
01/10/2020,Camioneta,2017,130570,Si,6300,No,No
23/06/2020,Austero,2016,6990,Si,1200,No,No
04/08/2020,Austero,2018,1190,Si,1500,Si,No
08/08/2020,compacto,2017,26540,Si,3900,No,No
26/01/2020,Camioneta,2017,90870,Si,6400,No,No
23/12/2020,Deportivo,2017,37880,Si,4700,No,No
31/03/2020,Austero,2018,6900,Si,1400,No,No
01/06/2020,Subcompacto,2018,15440,Si,2300,No,No
03/11/2020,Deportivo,2018,36670,Si,4600,No,No
21/12/2020,Deportivo,2016,31910,Si,4600,No,No
08/07/2020,Camioneta,2017,70530,Si,7700,No,No
18/10/2020,Subcompacto,2017,12560,Si,2500,No,No
27/12/2020,Subcompacto,2017,14780,Si,2700,No,No
27/02/2020,Camioneta,2018,54520,Si,6600,No,No
21/11/2020,Camioneta,2016,65480,Si,7300,No,No
25/08/2020,Austero,2018,5930,Si,1400,No,No
08/06/2020,Austero,2017,3580,Si,1100,No,No
02/05/2020,Austero,2017,3670,Si,2000,No,No
27/05/2020,Subcompacto,2015,15400,Si,2000,No,No
05/11/2020,De Lujo,2017,47790,Si,5700,No,No
12/02/2020,Austero,2016,3470,Si,1300,No,No
27/01/2020,compacto,2017,23910,Si,3900,No,No
23/04/2020,Subcompacto,2017,10500,Si,2900,No,No
01/12/2020,Camioneta,2017,117300,Si,7000,No,No
15/01/2020,De Lujo,2018,44720,Si,5700,No,No
25/03/2020,Camioneta,2017,82100,Si,9900,No,No
06/05/2020,Austero,2017,3220,Si,2000,No,No
01/07/2020,De Lujo,2017,41320,Si,6000,No,No
01/07/2020,De Lujo,2017,45410,Si,5100,No,No
03/02/2020,Subcompacto,2017,14560,Si,2200,No,No
31/01/2020,Austero,2018,2450,Si,1100,No,No
26/03/2020,Austero,2017,7440,Si,2000,No,No
26/06/2020,Camioneta,2016,70790,Si,8200,No,No
21/06/2020,Austero,2016,940,Si,1400,Si,No
17/11/2020,Austero,2017,1050,Si,2000,Si,No
21/03/2020,Camioneta,2016,60070,Si,8600,No,No
10/07/2020,Austero,2017,50,Si,1100,Si,No
25/06/2020,Subcompacto,2017,19480,Si,2500,No,No
12/05/2020,Deportivo,2016,30940,Si,4000,No,No
09/04/2020,Subcompacto,2017,13090,Si,2900,No,No
04/01/2020,Camioneta,2018,67530,Si,8100,No,No
26/05/2020,Camioneta,2016,53460,Si,6500,No,No
19/04/2020,Subcompacto,2017,12460,Si,2500,No,No
29/02/2020,Subcompacto,2017,13260,Si,2400,No,No
01/11/2020,Deportivo,2017,33000,Si,5000,No,No
21/09/2020,Camioneta,2017,66770,Si,6600,No,No
15/08/2020,Subcompacto,2017,18770,Si,2900,No,No
04/09/2020,Camioneta,2016,89150,Si,7700,No,No
14/04/2020,Austero,2017,2610,Si,1500,No,No
27/09/2020,Austero,2017,5930,Si,1600,No,No
18/02/2020,Subcompacto,2018,17730,Si,2400,No,No
11/05/2020,Camioneta,2017,92830,Si,7200,No,No
21/10/2020,Subcompacto,2017,12700,Si,2800,No,No
21/11/2020,compacto,2017,24270,Si,3400,No,No
18/01/2020,Austero,2017,6020,Si,1500,No,No
22/12/2020,De Lujo,2017,41120,Si,5500,No,No
01/03/2020,compacto,2016,22740,Si,3300,No,No
11/10/2020,Austero,2017,4840,Si,1000,No,No
07/08/2020,Subcompacto,2017,17940,Si,2600,No,No
09/06/2020,Austero,2017,8270,Si,1700,No,No
02/09/2020,Deportivo,2017,38760,Si,4500,No,No
03/12/2020,Austero,2017,9540,Si,1300,No,No
29/01/2020,Subcompacto,2018,14540,Si,2400,No,No
06/12/2020,compacto,2018,28010,Si,3400,No,No
16/06/2020,Austero,2016,1060,Si,1800,Si,No
20/09/2020,Austero,2017,1990,Si,2000,Si,No
27/11/2020,Austero,2017,5660,Si,1300,No,No
12/04/2020,Austero,2017,9540,Si,1900,No,No
01/02/2020,Austero,2017,1670,Si,2000,Si,No
06/09/2020,Austero,2016,8050,Si,1500,No,No
10/07/2020,Austero,2018,2050,Si,1900,No,No
31/05/2020,Austero,2018,3950,Si,1200,No,No
14/02/2020,Austero,2016,1050,Si,2000,Si,No
02/09/2020,De Lujo,2017,43010,Si,5800,No,No
04/02/2020,Deportivo,2016,34870,Si,4300,No,No
20/08/2020,Subcompacto,2017,10230,Si,2100,No,No
13/10/2020,Austero,2017,9320,Si,1500,No,No
28/08/2020,Austero,2017,4300,Si,2000,No,No
03/04/2020,Austero,2017,9920,Si,2000,No,No
07/08/2020,Camioneta,2017,118010,Si,7800,No,No
13/09/2020,Austero,2016,4350,Si,2000,No,No
13/08/2020,compacto,2017,20630,Si,3900,No,No
29/01/2020,Camioneta,2016,57690,Si,6200,No,No
28/10/2020,Austero,2017,9960,Si,1100,No,No
02/06/2020,Camioneta,2017,75980,Si,9800,No,No
10/01/2020,Austero,2016,590,Si,1700,Si,No
02/11/2020,De Lujo,2017,43120,Si,5100,No,No
02/07/2020,Subcompacto,2017,19170,Si,2100,No,No
04/04/2020,Camioneta,2017,68900,Si,9700,No,No
10/10/2020,Austero,2017,1650,Si,1500,No,No
29/02/2020,Camioneta,2015,115570,Si,9300,No,No
16/11/2020,Camioneta,2017,134460,Si,9100,No,No
18/06/2020,Deportivo,2016,33940,Si,4100,No,No
27/08/2020,Austero,2016,4970,Si,1300,No,No
28/07/2020,compacto,2018,26610,Si,3700,No,No
16/01/2020,compacto,2018,27390,Si,3300,No,No
23/06/2020,compacto,2018,26990,Si,3800,No,No
29/06/2020,Subcompacto,2018,15910,Si,2500,No,No
30/11/2020,Camioneta,2017,79600,Si,9700,No,No
20/05/2020,Austero,2018,3700,Si,1000,No,No
23/07/2020,Austero,2018,6690,Si,1400,No,No
24/01/2020,compacto,2017,22690,Si,3800,No,No
07/09/2020,Austero,2017,7430,Si,1100,No,No
